id,video_id,start,end,class_id,verb,noun,annotation
4051,8fkF37Tsvsw,410,420,84,hammer,rock,3
4052,jPKypQHfGZg,90,100,16,weigh,tomato,1
4053,u-c5SfjRWHk,20,30,83,hammer,fridge,1
4054,QLKqer0xpI0,380,390,82,cut,phone,0
4055,M1VeEOe9HEI,200,210,82,cut,phone,3
4056,YQhLQE3C7cM,140,150,7,spray,microwave,1
4057,6SWgmmHS1mw,280,290,75,wash,towel,1
4058,ixAYY5dQhMQ,40,50,58,cut,towel,1
4059,4qn4dWcIdyw,50,60,84,hammer,rock,1
4060,QLKqer0xpI0,20,30,82,cut,phone,0
4061,M1VeEOe9HEI,300,310,82,cut,phone,3
4062,9xw2jQN4TEQ,280,290,82,cut,phone,3
4063,QLKqer0xpI0,150,160,82,cut,phone,0
4064,YMy2dkrCXzw,70,80,82,cut,phone,4
4065,QFSR7FDUUW4,0,10,7,spray,microwave,0
4066,aS37fZ_HXJQ,110,120,86,spray,fridge,1
4067,aS37fZ_HXJQ,150,160,86,spray,fridge,3
4068,6PJxSVW_Xp4,30,40,4,weigh,egg,1
4069,lTTp-W_X3CM,140,150,16,weigh,tomato,1
4070,qSz91l_kmq4,380,390,7,spray,microwave,3
4071,8fkF37Tsvsw,10,20,84,hammer,rock,3
4072,TwDnxAJa3Gs,60,70,83,hammer,fridge,1
4073,CjGOhSov8zY,130,140,86,spray,fridge,3
4074,c4lx7bZCL9U,80,90,10,cut,rock,1
4075,PGzTulYFe2k,10,20,25,wash,fridge,3
4076,fY0RY8_RxSE,40,50,56,spray,cup,1
4077,6SWgmmHS1mw,570,580,75,wash,towel,4
4078,4qn4dWcIdyw,20,30,84,hammer,rock,1
4079,CjGOhSov8zY,110,120,86,spray,fridge,3
4080,vi_tD3IiGcc,310,320,10,cut,rock,0
4081,QLKqer0xpI0,50,60,82,cut,phone,0
4082,M1VeEOe9HEI,480,490,82,cut,phone,1
4083,PGzTulYFe2k,50,60,25,wash,fridge,0
4084,M1VeEOe9HEI,320,330,82,cut,phone,1
4085,6SWgmmHS1mw,620,630,75,wash,towel,4
4086,9xw2jQN4TEQ,90,100,82,cut,phone,1
4087,IkQG0ByVgmc,20,30,16,weigh,tomato,1
4088,SlHpsWhilu8,90,100,85,hammer,microwave,3
4089,TwDnxAJa3Gs,90,100,83,hammer,fridge,1
4090,SlHpsWhilu8,180,190,85,hammer,microwave,0
4091,9xw2jQN4TEQ,390,400,82,cut,phone,3
4092,9xw2jQN4TEQ,300,310,82,cut,phone,3
4093,YQhLQE3C7cM,30,40,7,spray,microwave,3
4094,M1VeEOe9HEI,190,200,82,cut,phone,3
4095,CjGOhSov8zY,10,20,86,spray,fridge,3
4096,QLKqer0xpI0,340,350,82,cut,phone,4
4097,fY0RY8_RxSE,30,40,56,spray,cup,3
4098,lTTp-W_X3CM,250,260,16,weigh,tomato,3
4099,8fkF37Tsvsw,300,310,84,hammer,rock,1
4100,9xw2jQN4TEQ,40,50,82,cut,phone,3
4101,6SWgmmHS1mw,190,200,75,wash,towel,1
4102,I8sXXwDoQYw,60,70,40,wash,blender,3
4103,_h6gZrQhvLg,0,10,85,hammer,microwave,3
4104,qSz91l_kmq4,260,270,7,spray,microwave,1
4105,qSz91l_kmq4,40,50,7,spray,microwave,3
4106,6SWgmmHS1mw,210,220,75,wash,towel,1
4107,9xw2jQN4TEQ,360,370,82,cut,phone,1
4108,dxz7oTygzfA,90,100,84,hammer,rock,1
4109,SlHpsWhilu8,80,90,85,hammer,microwave,3
4110,2_nR3KiOyNU,160,170,21,roll,carrot,0
4111,-Ce6Imxcch8,10,20,86,spray,fridge,3
4112,4qn4dWcIdyw,60,70,84,hammer,rock,1
4113,QFSR7FDUUW4,200,210,7,spray,microwave,1
4114,M1VeEOe9HEI,70,80,82,cut,phone,3
4115,YMy2dkrCXzw,120,130,82,cut,phone,4
4116,M1VeEOe9HEI,390,400,82,cut,phone,3
4117,M1VeEOe9HEI,510,520,82,cut,phone,1
4118,YQhLQE3C7cM,0,10,7,spray,microwave,0
4119,M1VeEOe9HEI,130,140,82,cut,phone,3
4120,8fkF37Tsvsw,320,330,84,hammer,rock,3
4121,lTTp-W_X3CM,30,40,16,weigh,tomato,3
4122,6SWgmmHS1mw,360,370,75,wash,towel,3
4123,p2c2d82vn-Y,40,50,21,roll,carrot,1
4124,ZMWRaSDV-YM,10,20,87,measure,egg,1
4125,2_nR3KiOyNU,50,60,21,roll,carrot,3
4126,6SWgmmHS1mw,510,520,75,wash,towel,1
4127,QffYdeKw6iU,0,10,28,drink,egg,0
4128,9xw2jQN4TEQ,170,180,82,cut,phone,3
4129,aS37fZ_HXJQ,140,150,86,spray,fridge,1
4130,PGzTulYFe2k,70,80,25,wash,fridge,0
4131,lTTp-W_X3CM,130,140,16,weigh,tomato,1
4132,6SWgmmHS1mw,290,300,75,wash,towel,1
4133,6SWgmmHS1mw,90,100,75,wash,towel,1
4134,yvcXGQqhOb8,30,40,87,measure,egg,1
4135,aS37fZ_HXJQ,10,20,86,spray,fridge,3
4136,_h6gZrQhvLg,40,50,85,hammer,microwave,1
4137,M1VeEOe9HEI,490,500,82,cut,phone,1
4138,XdLDO8v_3NI,0,10,13,measure,pizza,0
4139,PGzTulYFe2k,110,120,25,wash,fridge,0
4140,UudvO6y1jUw,110,120,37,spray,chair,3
4141,vi_tD3IiGcc,140,150,10,cut,rock,3
4142,2_nR3KiOyNU,120,130,21,roll,carrot,4
4143,6SWgmmHS1mw,320,330,75,wash,towel,3
4144,M1VeEOe9HEI,50,60,82,cut,phone,3
4145,9xw2jQN4TEQ,50,60,82,cut,phone,3
4146,3piOOCAjN6Y,50,60,85,hammer,microwave,3
4147,8fkF37Tsvsw,0,10,84,hammer,rock,3
4148,dxz7oTygzfA,50,60,84,hammer,rock,1
4149,QFSR7FDUUW4,190,200,7,spray,microwave,1
4150,M1VeEOe9HEI,210,220,82,cut,phone,3
4151,YQhLQE3C7cM,80,90,7,spray,microwave,1
4152,QLKqer0xpI0,510,520,82,cut,phone,3
4153,lTTp-W_X3CM,270,280,16,weigh,tomato,1
4154,qSz91l_kmq4,390,400,7,spray,microwave,1
4155,qSz91l_kmq4,290,300,7,spray,microwave,1
4156,9OsveNAEm8w,50,60,87,measure,egg,1
4157,SlHpsWhilu8,200,210,85,hammer,microwave,0
4158,QffYdeKw6iU,110,120,28,drink,egg,1
4159,6SWgmmHS1mw,490,500,75,wash,towel,0
4160,8fkF37Tsvsw,460,470,84,hammer,rock,3
4161,lTTp-W_X3CM,170,180,16,weigh,tomato,1
4162,dxz7oTygzfA,140,150,84,hammer,rock,1
4163,8fkF37Tsvsw,230,240,84,hammer,rock,1
4164,QFSR7FDUUW4,210,220,7,spray,microwave,1
4165,qSz91l_kmq4,370,380,7,spray,microwave,1
4166,SYUtoQFVleU,20,30,4,weigh,egg,1
4167,qSz91l_kmq4,130,140,7,spray,microwave,1
4168,4qn4dWcIdyw,40,50,84,hammer,rock,1
4169,9xw2jQN4TEQ,130,140,82,cut,phone,1
4170,qSz91l_kmq4,300,310,7,spray,microwave,1
4171,6SWgmmHS1mw,60,70,75,wash,towel,1
4172,QLKqer0xpI0,470,480,82,cut,phone,3
4173,QLKqer0xpI0,30,40,82,cut,phone,0
4174,u-c5SfjRWHk,10,20,83,hammer,fridge,3
4175,QLKqer0xpI0,350,360,82,cut,phone,4
4176,Yl2TnaKHvn0,0,10,4,weigh,egg,1
4177,8fkF37Tsvsw,440,450,84,hammer,rock,1
4178,9xw2jQN4TEQ,310,320,82,cut,phone,3
4179,6SWgmmHS1mw,470,480,75,wash,towel,1
4180,2_nR3KiOyNU,70,80,21,roll,carrot,2
4181,8fkF37Tsvsw,60,70,84,hammer,rock,3
4182,qSz91l_kmq4,70,80,7,spray,microwave,3
4183,E3LlqpFFs_c,20,30,56,spray,cup,3
4184,jPKypQHfGZg,80,90,16,weigh,tomato,1
4185,yvcXGQqhOb8,10,20,87,measure,egg,1
4186,6SWgmmHS1mw,150,160,75,wash,towel,1
4187,qSz91l_kmq4,330,340,7,spray,microwave,1
4188,Kouz9piaL3w,0,10,56,spray,cup,3
4189,SlHpsWhilu8,40,50,85,hammer,microwave,0
4190,M1VeEOe9HEI,160,170,82,cut,phone,3
4191,M1VeEOe9HEI,20,30,82,cut,phone,0
4192,_h6gZrQhvLg,60,70,85,hammer,microwave,1
4193,8fkF37Tsvsw,240,250,84,hammer,rock,1
4194,M1VeEOe9HEI,30,40,82,cut,phone,0
4195,6SWgmmHS1mw,250,260,75,wash,towel,1
4196,vi_tD3IiGcc,10,20,10,cut,rock,3
4197,9xw2jQN4TEQ,0,10,82,cut,phone,1
4198,QLKqer0xpI0,220,230,82,cut,phone,0
4199,jPKypQHfGZg,10,20,16,weigh,tomato,1
4200,k_m4SLg0eTA,0,10,37,spray,chair,1
4201,9OsveNAEm8w,20,30,87,measure,egg,1
4202,p2c2d82vn-Y,10,20,21,roll,carrot,3
4203,lTTp-W_X3CM,0,10,16,weigh,tomato,3
4204,fY0RY8_RxSE,50,60,56,spray,cup,1
4205,E3LlqpFFs_c,30,40,56,spray,cup,1
4206,M1VeEOe9HEI,120,130,82,cut,phone,3
4207,2_nR3KiOyNU,150,160,21,roll,carrot,0
4208,9xw2jQN4TEQ,120,130,82,cut,phone,1
4209,QLKqer0xpI0,320,330,82,cut,phone,0
4210,6SWgmmHS1mw,110,120,75,wash,towel,1
4211,M1VeEOe9HEI,440,450,82,cut,phone,3
4212,9xw2jQN4TEQ,100,110,82,cut,phone,1
4213,lTTp-W_X3CM,210,220,16,weigh,tomato,1
4214,QffYdeKw6iU,120,130,28,drink,egg,0
4215,QLKqer0xpI0,10,20,82,cut,phone,4
4216,j1EvYkYFpn4,10,20,40,wash,blender,3
4217,j1EvYkYFpn4,0,10,40,wash,blender,3
4218,YMy2dkrCXzw,190,200,82,cut,phone,1
4219,_h6gZrQhvLg,10,20,85,hammer,microwave,3
4220,ixAYY5dQhMQ,20,30,58,cut,towel,3
4221,QFSR7FDUUW4,50,60,7,spray,microwave,3
4222,TwDnxAJa3Gs,140,150,83,hammer,fridge,4
4223,qSz91l_kmq4,20,30,7,spray,microwave,3
4224,9xw2jQN4TEQ,20,30,82,cut,phone,3
4225,QLKqer0xpI0,270,280,82,cut,phone,4
4226,vi_tD3IiGcc,150,160,10,cut,rock,3
4227,vi_tD3IiGcc,400,410,10,cut,rock,1
4228,Kouz9piaL3w,50,60,56,spray,cup,3
4229,19WjmcCuUoI,30,40,86,spray,fridge,1
4230,qSz91l_kmq4,140,150,7,spray,microwave,1
4231,3piOOCAjN6Y,70,80,85,hammer,microwave,0
4232,QFSR7FDUUW4,220,230,7,spray,microwave,1
4233,qSz91l_kmq4,440,450,7,spray,microwave,1
4234,8fkF37Tsvsw,370,380,84,hammer,rock,1
4235,2_nR3KiOyNU,140,150,21,roll,carrot,0
4236,_h6gZrQhvLg,20,30,85,hammer,microwave,1
4237,8fkF37Tsvsw,350,360,84,hammer,rock,1
4238,CjGOhSov8zY,60,70,86,spray,fridge,1
4239,lTTp-W_X3CM,230,240,16,weigh,tomato,1
4240,19WjmcCuUoI,10,20,86,spray,fridge,1
4241,CjGOhSov8zY,70,80,86,spray,fridge,1
4242,QffYdeKw6iU,50,60,28,drink,egg,3
4243,dxz7oTygzfA,120,130,84,hammer,rock,1
4244,fY0RY8_RxSE,0,10,56,spray,cup,0
4245,dxz7oTygzfA,70,80,84,hammer,rock,1
4246,9xw2jQN4TEQ,400,410,82,cut,phone,3
4247,M1VeEOe9HEI,310,320,82,cut,phone,1
4248,6SWgmmHS1mw,100,110,75,wash,towel,1
4249,YMy2dkrCXzw,170,180,82,cut,phone,4
4250,M1VeEOe9HEI,430,440,82,cut,phone,1
4251,4qn4dWcIdyw,130,140,84,hammer,rock,3
4252,9xw2jQN4TEQ,250,260,82,cut,phone,1
4253,vi_tD3IiGcc,220,230,10,cut,rock,0
4254,-Ce6Imxcch8,30,40,86,spray,fridge,3
4255,k_m4SLg0eTA,10,20,37,spray,chair,1
4256,9xw2jQN4TEQ,30,40,82,cut,phone,3
4257,QLKqer0xpI0,300,310,82,cut,phone,0
4258,QLKqer0xpI0,370,380,82,cut,phone,0
4259,vi_tD3IiGcc,240,250,10,cut,rock,0
4260,YQhLQE3C7cM,40,50,7,spray,microwave,3
4261,vi_tD3IiGcc,80,90,10,cut,rock,3
4262,aS37fZ_HXJQ,120,130,86,spray,fridge,1
4263,_h6gZrQhvLg,80,90,85,hammer,microwave,1
4264,ixAYY5dQhMQ,0,10,58,cut,towel,3
4265,2_nR3KiOyNU,60,70,21,roll,carrot,3
4266,9OsveNAEm8w,0,10,87,measure,egg,1
4267,vi_tD3IiGcc,70,80,10,cut,rock,3
4268,qSz91l_kmq4,190,200,7,spray,microwave,1
4269,vi_tD3IiGcc,30,40,10,cut,rock,3
4270,qSz91l_kmq4,280,290,7,spray,microwave,3
4271,vi_tD3IiGcc,120,130,10,cut,rock,3
4272,M1VeEOe9HEI,270,280,82,cut,phone,1
4273,qSz91l_kmq4,180,190,7,spray,microwave,3
4274,QLKqer0xpI0,290,300,82,cut,phone,0
4275,vi_tD3IiGcc,50,60,10,cut,rock,3
4276,6SWgmmHS1mw,80,90,75,wash,towel,3
4277,YQhLQE3C7cM,150,160,7,spray,microwave,1
4278,vi_tD3IiGcc,90,100,10,cut,rock,3
4279,6SWgmmHS1mw,260,270,75,wash,towel,1
4280,YQhLQE3C7cM,50,60,7,spray,microwave,3
4281,hyvrlKOZufI,20,30,86,spray,fridge,1
4282,lTTp-W_X3CM,70,80,16,weigh,tomato,3
4283,6SWgmmHS1mw,340,350,75,wash,towel,1
4284,c4lx7bZCL9U,0,10,10,cut,rock,3
4285,QFSR7FDUUW4,90,100,7,spray,microwave,3
4286,lTTp-W_X3CM,220,230,16,weigh,tomato,1
4287,QLKqer0xpI0,330,340,82,cut,phone,4
4288,8fkF37Tsvsw,100,110,84,hammer,rock,1
4289,SlHpsWhilu8,170,180,85,hammer,microwave,0
4290,vi_tD3IiGcc,190,200,10,cut,rock,0
4291,YMy2dkrCXzw,80,90,82,cut,phone,4
4292,6SWgmmHS1mw,390,400,75,wash,towel,1
4293,qSz91l_kmq4,460,470,7,spray,microwave,1
4294,QLKqer0xpI0,480,490,82,cut,phone,3
4295,p2c2d82vn-Y,50,60,21,roll,carrot,2
4296,vi_tD3IiGcc,20,30,10,cut,rock,0
4297,8fkF37Tsvsw,280,290,84,hammer,rock,1
4298,6PJxSVW_Xp4,20,30,4,weigh,egg,4
4299,UudvO6y1jUw,60,70,37,spray,chair,3
4300,8fkF37Tsvsw,330,340,84,hammer,rock,1
4301,GSvpl1yiMGg,0,10,58,cut,towel,1
4302,PGzTulYFe2k,140,150,25,wash,fridge,1
4303,19WjmcCuUoI,20,30,86,spray,fridge,1
4304,_h6gZrQhvLg,90,100,85,hammer,microwave,1
4305,CjGOhSov8zY,90,100,86,spray,fridge,1
4306,6SWgmmHS1mw,130,140,75,wash,towel,1
4307,8fkF37Tsvsw,310,320,84,hammer,rock,1
4308,SlHpsWhilu8,100,110,85,hammer,microwave,3
4309,6SWgmmHS1mw,220,230,75,wash,towel,1
4310,M1VeEOe9HEI,250,260,82,cut,phone,3
4311,8fkF37Tsvsw,420,430,84,hammer,rock,3
4312,YQhLQE3C7cM,130,140,7,spray,microwave,1
4313,QffYdeKw6iU,130,140,28,drink,egg,0
4314,9xw2jQN4TEQ,290,300,82,cut,phone,3
4315,CjGOhSov8zY,0,10,86,spray,fridge,3
4316,vi_tD3IiGcc,380,390,10,cut,rock,0
4317,_h6gZrQhvLg,30,40,85,hammer,microwave,1
4318,2_nR3KiOyNU,130,140,21,roll,carrot,0
4319,qSz91l_kmq4,270,280,7,spray,microwave,1
4320,aS37fZ_HXJQ,30,40,86,spray,fridge,3
4321,QFSR7FDUUW4,150,160,7,spray,microwave,3
4322,8fkF37Tsvsw,40,50,84,hammer,rock,3
4323,8fkF37Tsvsw,210,220,84,hammer,rock,3
4324,qSz91l_kmq4,470,480,7,spray,microwave,1
4325,hyvrlKOZufI,80,90,86,spray,fridge,1
4326,qSz91l_kmq4,240,250,7,spray,microwave,1
4327,UudvO6y1jUw,130,140,37,spray,chair,1
4328,hyvrlKOZufI,10,20,86,spray,fridge,3
4329,SlHpsWhilu8,190,200,85,hammer,microwave,0
4330,9xw2jQN4TEQ,80,90,82,cut,phone,1
4331,SlHpsWhilu8,20,30,85,hammer,microwave,0
4332,PGzTulYFe2k,90,100,25,wash,fridge,0
4333,6SWgmmHS1mw,420,430,75,wash,towel,1
4334,dxz7oTygzfA,80,90,84,hammer,rock,1
4335,lTTp-W_X3CM,100,110,16,weigh,tomato,3
4336,j1EvYkYFpn4,20,30,40,wash,blender,3
4337,8fkF37Tsvsw,340,350,84,hammer,rock,1
4338,2_nR3KiOyNU,0,10,21,roll,carrot,3
4339,u-c5SfjRWHk,30,40,83,hammer,fridge,1
4340,4qn4dWcIdyw,0,10,84,hammer,rock,1
4341,QFSR7FDUUW4,140,150,7,spray,microwave,3
4342,QFSR7FDUUW4,180,190,7,spray,microwave,1
4343,dxz7oTygzfA,40,50,84,hammer,rock,1
4344,M1VeEOe9HEI,400,410,82,cut,phone,3
4345,Kouz9piaL3w,60,70,56,spray,cup,3
4346,SlHpsWhilu8,50,60,85,hammer,microwave,0
4347,u-c5SfjRWHk,0,10,83,hammer,fridge,0
4348,6SWgmmHS1mw,550,560,75,wash,towel,1
4349,dxz7oTygzfA,160,170,84,hammer,rock,1
4350,p2c2d82vn-Y,30,40,21,roll,carrot,3
4351,CjGOhSov8zY,40,50,86,spray,fridge,1
4352,YQhLQE3C7cM,90,100,7,spray,microwave,3
4353,QFSR7FDUUW4,240,250,7,spray,microwave,1
4354,vi_tD3IiGcc,250,260,10,cut,rock,0
4355,vi_tD3IiGcc,210,220,10,cut,rock,0
4356,8fkF37Tsvsw,170,180,84,hammer,rock,1
4357,8fkF37Tsvsw,250,260,84,hammer,rock,1
4358,vi_tD3IiGcc,160,170,10,cut,rock,0
4359,I8sXXwDoQYw,40,50,40,wash,blender,3
4360,QFSR7FDUUW4,100,110,7,spray,microwave,3
4361,6SWgmmHS1mw,580,590,75,wash,towel,4
4362,17XBniqMfJc,30,40,58,cut,towel,1
4363,SlHpsWhilu8,60,70,85,hammer,microwave,3
4364,6SWgmmHS1mw,0,10,75,wash,towel,1
4365,QFSR7FDUUW4,70,80,7,spray,microwave,3
4366,vi_tD3IiGcc,260,270,10,cut,rock,0
4367,TwDnxAJa3Gs,110,120,83,hammer,fridge,4
4368,QffYdeKw6iU,140,150,28,drink,egg,0
4369,QffYdeKw6iU,80,90,28,drink,egg,1
4370,6SWgmmHS1mw,30,40,75,wash,towel,1
4371,lTTp-W_X3CM,40,50,16,weigh,tomato,3
4372,QLKqer0xpI0,490,500,82,cut,phone,3
4373,6SWgmmHS1mw,400,410,75,wash,towel,4
4374,11AKmhbaX0g,0,10,4,weigh,egg,3
4375,M1VeEOe9HEI,470,480,82,cut,phone,3
4376,6SWgmmHS1mw,200,210,75,wash,towel,1
4377,I8sXXwDoQYw,70,80,40,wash,blender,1
4378,6SWgmmHS1mw,610,620,75,wash,towel,4
4379,SlHpsWhilu8,150,160,85,hammer,microwave,1
4380,SlHpsWhilu8,110,120,85,hammer,microwave,3
4381,I8sXXwDoQYw,90,100,40,wash,blender,1
4382,QFSR7FDUUW4,30,40,7,spray,microwave,3
4383,M1VeEOe9HEI,0,10,82,cut,phone,0
4384,YQhLQE3C7cM,110,120,7,spray,microwave,3
4385,YMy2dkrCXzw,90,100,82,cut,phone,4
4386,SlHpsWhilu8,10,20,85,hammer,microwave,0
4387,hyvrlKOZufI,50,60,86,spray,fridge,1
4388,lTTp-W_X3CM,200,210,16,weigh,tomato,3
4389,YMy2dkrCXzw,20,30,82,cut,phone,4
4390,qSz91l_kmq4,490,500,7,spray,microwave,1
4391,QLKqer0xpI0,280,290,82,cut,phone,4
4392,M1VeEOe9HEI,150,160,82,cut,phone,3
4393,QFSR7FDUUW4,10,20,7,spray,microwave,3
4394,aS37fZ_HXJQ,50,60,86,spray,fridge,1
4395,9xw2jQN4TEQ,380,390,82,cut,phone,1
4396,9xw2jQN4TEQ,150,160,82,cut,phone,3
4397,QLKqer0xpI0,450,460,82,cut,phone,3
4398,PGzTulYFe2k,20,30,25,wash,fridge,3
4399,YMy2dkrCXzw,40,50,82,cut,phone,4
4400,aS37fZ_HXJQ,40,50,86,spray,fridge,1
4401,c4lx7bZCL9U,110,120,10,cut,rock,1
4402,2_nR3KiOyNU,100,110,21,roll,carrot,2
4403,6SWgmmHS1mw,70,80,75,wash,towel,1
4404,c4lx7bZCL9U,100,110,10,cut,rock,1
4405,I8sXXwDoQYw,80,90,40,wash,blender,1
4406,9xw2jQN4TEQ,70,80,82,cut,phone,3
4407,9xw2jQN4TEQ,110,120,82,cut,phone,1
4408,aS37fZ_HXJQ,100,110,86,spray,fridge,1
4409,Kouz9piaL3w,30,40,56,spray,cup,1
4410,QffYdeKw6iU,70,80,28,drink,egg,3
4411,I8sXXwDoQYw,130,140,40,wash,blender,3
4412,QLKqer0xpI0,440,450,82,cut,phone,1
4413,M1VeEOe9HEI,90,100,82,cut,phone,3
4414,9xw2jQN4TEQ,200,210,82,cut,phone,1
4415,QLKqer0xpI0,40,50,82,cut,phone,0
4416,-Ce6Imxcch8,0,10,86,spray,fridge,0
4417,4qn4dWcIdyw,100,110,84,hammer,rock,1
4418,QFSR7FDUUW4,110,120,7,spray,microwave,3
4419,TwDnxAJa3Gs,20,30,83,hammer,fridge,3
4420,fY0RY8_RxSE,80,90,56,spray,cup,1
4421,SlHpsWhilu8,140,150,85,hammer,microwave,1
4422,CjGOhSov8zY,150,160,86,spray,fridge,0
4423,UudvO6y1jUw,50,60,37,spray,chair,1
4424,SlHpsWhilu8,30,40,85,hammer,microwave,0
4425,vi_tD3IiGcc,130,140,10,cut,rock,3
4426,XdLDO8v_3NI,10,20,13,measure,pizza,0
4427,3piOOCAjN6Y,0,10,85,hammer,microwave,0
4428,YQhLQE3C7cM,120,130,7,spray,microwave,1
4429,-Ce6Imxcch8,20,30,86,spray,fridge,3
4430,CjGOhSov8zY,50,60,86,spray,fridge,1
4431,QffYdeKw6iU,30,40,28,drink,egg,3
4432,c4lx7bZCL9U,60,70,10,cut,rock,1
4433,GSvpl1yiMGg,20,30,58,cut,towel,1
4434,vi_tD3IiGcc,330,340,10,cut,rock,4
4435,vi_tD3IiGcc,100,110,10,cut,rock,3
4436,19WjmcCuUoI,50,60,86,spray,fridge,3
4437,QLKqer0xpI0,120,130,82,cut,phone,4
4438,9xw2jQN4TEQ,10,20,82,cut,phone,3
4439,9xw2jQN4TEQ,260,270,82,cut,phone,1
4440,19WjmcCuUoI,40,50,86,spray,fridge,1
4441,QLKqer0xpI0,460,470,82,cut,phone,3
4442,vi_tD3IiGcc,180,190,10,cut,rock,0
4443,9xw2jQN4TEQ,230,240,82,cut,phone,1
4444,UudvO6y1jUw,20,30,37,spray,chair,3
4445,9xw2jQN4TEQ,330,340,82,cut,phone,3
4446,9xw2jQN4TEQ,320,330,82,cut,phone,3
4447,lTTp-W_X3CM,60,70,16,weigh,tomato,1
4448,3piOOCAjN6Y,20,30,85,hammer,microwave,3
4449,QLKqer0xpI0,520,530,82,cut,phone,3
4450,vi_tD3IiGcc,280,290,10,cut,rock,0
4451,fY0RY8_RxSE,60,70,56,spray,cup,1
4452,YMy2dkrCXzw,130,140,82,cut,phone,4
4453,UudvO6y1jUw,40,50,37,spray,chair,3
4454,4qn4dWcIdyw,10,20,84,hammer,rock,1
4455,lTTp-W_X3CM,280,290,16,weigh,tomato,1
4456,9xw2jQN4TEQ,270,280,82,cut,phone,1
4457,QLKqer0xpI0,0,10,82,cut,phone,4
4458,vi_tD3IiGcc,360,370,10,cut,rock,0
4459,PGzTulYFe2k,160,170,25,wash,fridge,1
4460,4qn4dWcIdyw,30,40,84,hammer,rock,1
4461,QFSR7FDUUW4,160,170,7,spray,microwave,1
4462,aS37fZ_HXJQ,130,140,86,spray,fridge,1
4463,E3LlqpFFs_c,10,20,56,spray,cup,3
4464,4qn4dWcIdyw,80,90,84,hammer,rock,3
4465,2_nR3KiOyNU,80,90,21,roll,carrot,3
4466,j1EvYkYFpn4,60,70,40,wash,blender,1
4467,-Ce6Imxcch8,40,50,86,spray,fridge,1
4468,YMy2dkrCXzw,110,120,82,cut,phone,4
4469,ixAYY5dQhMQ,30,40,58,cut,towel,3
4470,lTTp-W_X3CM,260,270,16,weigh,tomato,3
4471,9xw2jQN4TEQ,140,150,82,cut,phone,3
4472,vi_tD3IiGcc,110,120,10,cut,rock,3
4473,c4lx7bZCL9U,70,80,10,cut,rock,1
4474,jPKypQHfGZg,60,70,16,weigh,tomato,1
4475,YMy2dkrCXzw,0,10,82,cut,phone,3
4476,UudvO6y1jUw,70,80,37,spray,chair,3
4477,QLKqer0xpI0,60,70,82,cut,phone,4
4478,M1VeEOe9HEI,370,380,82,cut,phone,3
4479,6PJxSVW_Xp4,0,10,4,weigh,egg,3
4480,vi_tD3IiGcc,340,350,10,cut,rock,0
4481,Kouz9piaL3w,40,50,56,spray,cup,3
4482,TwDnxAJa3Gs,150,160,83,hammer,fridge,4
4483,M1VeEOe9HEI,560,570,82,cut,phone,1
4484,lTTp-W_X3CM,90,100,16,weigh,tomato,1
4485,fY0RY8_RxSE,10,20,56,spray,cup,0
4486,ixAYY5dQhMQ,10,20,58,cut,towel,3
4487,UudvO6y1jUw,100,110,37,spray,chair,3
4488,I8sXXwDoQYw,120,130,40,wash,blender,0
4489,QFSR7FDUUW4,130,140,7,spray,microwave,3
4490,QFSR7FDUUW4,20,30,7,spray,microwave,3
4491,_h6gZrQhvLg,70,80,85,hammer,microwave,1
4492,YMy2dkrCXzw,50,60,82,cut,phone,3
4493,hyvrlKOZufI,60,70,86,spray,fridge,1
4494,M1VeEOe9HEI,100,110,82,cut,phone,3
4495,j1EvYkYFpn4,40,50,40,wash,blender,1
4496,jPKypQHfGZg,0,10,16,weigh,tomato,1
4497,3piOOCAjN6Y,40,50,85,hammer,microwave,3
4498,p2c2d82vn-Y,20,30,21,roll,carrot,3
4499,QLKqer0xpI0,80,90,82,cut,phone,4
4500,YQhLQE3C7cM,70,80,7,spray,microwave,3
4501,M1VeEOe9HEI,570,580,82,cut,phone,1
4502,M1VeEOe9HEI,460,470,82,cut,phone,3
4503,QLKqer0xpI0,400,410,82,cut,phone,3
4504,lTTp-W_X3CM,240,250,16,weigh,tomato,3
4505,I8sXXwDoQYw,110,120,40,wash,blender,4
4506,2_nR3KiOyNU,20,30,21,roll,carrot,3
4507,QFSR7FDUUW4,170,180,7,spray,microwave,1
4508,QLKqer0xpI0,100,110,82,cut,phone,0
4509,11AKmhbaX0g,20,30,4,weigh,egg,1
4510,QLKqer0xpI0,130,140,82,cut,phone,0
4511,QLKqer0xpI0,110,120,82,cut,phone,4
4512,PGzTulYFe2k,180,190,25,wash,fridge,3
4513,lTTp-W_X3CM,160,170,16,weigh,tomato,3
4514,UudvO6y1jUw,30,40,37,spray,chair,3
4515,QLKqer0xpI0,180,190,82,cut,phone,4
4516,M1VeEOe9HEI,80,90,82,cut,phone,3
4517,M1VeEOe9HEI,60,70,82,cut,phone,3
4518,lTTp-W_X3CM,10,20,16,weigh,tomato,1
4519,j1EvYkYFpn4,30,40,40,wash,blender,3
4520,YQhLQE3C7cM,100,110,7,spray,microwave,3
4521,yvcXGQqhOb8,40,50,87,measure,egg,1
4522,aS37fZ_HXJQ,60,70,86,spray,fridge,1
4523,9OsveNAEm8w,60,70,87,measure,egg,1
4524,QLKqer0xpI0,170,180,82,cut,phone,0
